Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Comment	Simple Disease	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen(Serotype Prediction)	H Antigen(Serotype Prediction)	ST(Achtman 7 Gene MLST)	ST Complex(Achtman 7 Gene MLST)	Lineage(Achtman 7 Gene MLST)	Subspecies(Achtman 7 Gene MLST)	Status(Assembly stats)	Coverage(Assembly stats)	N50(Assembly stats)	Length(Assembly stats)	Species(Assembly stats)	Contig Number(>=200 bp)(Assembly stats)	Low Quality Bases(Assembly stats)	Version(Assembly stats)	Assembly barcode(Assembly stats)	ST(wgMLST)	ST(cgMLST V1 + HierCC V1)	HC0 (indistinguishable)(cgMLST V1 + HierCC V1)	HC2(cgMLST V1 + HierCC V1)	HC5(cgMLST V1 + HierCC V1)	HC10(cgMLST V1 + HierCC V1)	HC20(cgMLST V1 + HierCC V1)	HC50(cgMLST V1 + HierCC V1)	HC100(cgMLST V1 + HierCC V1)	HC200(cgMLST V1 + HierCC V1)	HC400(cgMLST V1 + HierCC V1)	HC1100 (cgST Cplx)(cgMLST V1 + HierCC V1)	HC1500(cgMLST V1 + HierCC V1)	HC2000(cgMLST V1 + HierCC V1)	HC2350 (subsp.)(cgMLST V1 + HierCC V1)	Clermont Type (ClermonTyping)(Phylotypes)	Clermont Type (EzClermont)(Phylotypes)	fimH (fimTyper)(Phylotypes)	Pathovar(Phylotypes)	Stx1(Phylotypes)	Stx2(Phylotypes)	ipaH(Phylotypes)	pInv(Phylotypes)	ST(Phylotypes)	LT(Phylotypes)	eae(Phylotypes)	rST(rMLST)	Species (rMLST)(rMLST)
ESC_AB1011AA	FH166	traces-0kIujId;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1011AA	O8	H4	13152	ND	ABD	ND	Assembled	75	231690	5097417	Escherichia coli / Shigella;98.67%	107	32267	4.1	ESC_DC5465AA_AS	228114	199455	193828	193828	193828	193828	193828	4244	4244	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA0397AA	FH167	traces-0YoAVsa;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0397AA	O8	H4	13152	ND	ABD	ND	Assembled	82	235374	5094174	Escherichia coli / Shigella;100.0%	107	32168	4.1	ESC_CC8000AA_AS	221963	193828	193828	193828	193828	193828	193828	4244	4244	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_AB1003AA	FH168	traces-0RreZuj;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1003AA	B4 or O53	H18	1640	ST350 Cplx	ND	ND	Assembled	85	200528	5401299	Escherichia coli / Shigella;97.96%	141	27499	4.1	ESC_DC5457AA_AS	228106	199451	199451	199451	193822	193822	193822	193822	193822	149978	68975	175	175	2	1	E	E	fimH27	-	-	-	-	-	-	-	-	-133413	ND
ESC_AB1190AA	FH169	traces-0janvQA;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-16	2023-06-23	ESC_AB1190AA	B4 or O53	H18	1640	ST350 Cplx	ND	ND	Assembled	117	185400	5393225	Escherichia coli / Shigella;96.94%	145	26669	4.1	ESC_DC5498AA_AS	228145	199467	199467	199451	193822	193822	193822	193822	193822	149978	68975	175	175	2	1	E	E	fimH27	-	-	-	-	-	-	-	-	-133413	ND
ESC_RA3414AA	FH17	SRR8733917;ILLUMINA;Paired;;SRX5526679	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104352	SRS4493239	2020-05-01	2020-04-10	ESC_RA3414AA	O116	H16	1818	ND	AxB1	ND	Assembled	153	86454	5454906	Escherichia coli / Shigella;96.14%	266	99332	4.1	ESC_KB9690AA_AS	153671	136235	136235	136233	136233	136233	136233	136233	136233	136233	3593	3593	5	2	1	A	A	fimH86	-	-	-	-	-	-	-	-	33377	Escherichia/Shigella sp.
ESC_ZA0416AA	FH170	traces-0ENKelo;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0416AA	B4 or O53	H18	1640	ST350 Cplx	ND	ND	Assembled	91	147740	5386978	Escherichia coli / Shigella;99.04%	138	28926	4.1	ESC_CC8018AA_AS	221955	193822	193822	193822	193822	193822	193822	193822	193822	149978	68975	175	175	2	1	E	E	fimH27	-	-	-	-	-	-	-	-	-133413	ND
ESC_ZA0402AA	FH171	traces-0WImfex;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0402AA	O71	H4	117	ND	ABD	ND	Assembled	90	137344	5083553	Escherichia coli / Shigella;97.34%	154	36588	4.1	ESC_CC8005AA_AS	221948	193816	193816	193816	193765	193765	193765	193765	50779	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	3485	Escherichia coli
ESC_ZA0338AA	FH172	traces-0cBDPqX;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-06	2023-04-13	ESC_ZA0338AA	O71	H4	117	ND	ABD	ND	Assembled	82	137355	5173266	Escherichia coli / Shigella;96.86%	172	38397	4.1	ESC_CC7938AA_AS	221898	193765	193765	193765	193765	193765	193765	193765	50779	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	3485	Escherichia coli
ESC_ZA0405AA	FH173	traces-0JhBeaZ;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0405AA	O71	H4	13151	ND	ABD	ND	Assembled	89	133157	5089454	Escherichia coli / Shigella;97.46%	164	39762	4.1	ESC_CC8008AA_AS	221945	193809	193809	193809	193765	193765	193765	193765	50779	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	3485	Escherichia coli
ESC_AB0978AA	FH174	traces-0hvoptp;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0978AA	O71	H4	117	ND	ABD	ND	Assembled	90	133170	5085732	Escherichia coli / Shigella;97.42%	160	37343	4.1	ESC_DC5432AA_AS	228087	199441	199441	193809	193765	193765	193765	193765	50779	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	3485	Escherichia coli
ESC_AB1010AA	FH175	traces-0OyCuHL;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1010AA	O113	H16	48	ST10 Cplx	A	ND	Assembled	96	119388	5024113	Escherichia coli / Shigella;95.66%	166	27650	4.1	ESC_DC5464AA_AS	228112	199454	199454	199454	199454	199454	199454	199454	199454	199454	4562	13	5	2	1	A	A	fimH23	-	-	-	-	-	-	-	-	45895	Escherichia/Shigella sp.
ESC_ZA2053AA	FH177	traces-0Uvlgcs;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-28	2023-05-05	ESC_ZA2053AA	O2	H1	135	ND	B2	ND	Assembled	85	229966	4980799	Escherichia coli / Shigella;98.28%	71	13153	4.1	ESC_CC9882AA_AS	223561	193813	193813	193813	193813	193813	9306	9306	9306	6945	6945	1668	1668	1	1	B2	B2	fimH2	-	-	-	-	-	-	-	-	15354	Escherichia coli
ESC_AB0991AA	FH178	traces-0GooYLm;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0991AA	O24	H4	117	ND	ABD	ND	Assembled	72	203433	4948756	Escherichia coli / Shigella;98.61%	94	31250	4.1	ESC_DC5445AA_AS	228095	136214	136214	136214	136214	136214	136214	50	50	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA0406AA	FH179	traces-0ZeOpvY;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0406AA	B3 or O167	H4	117	ND	ABD	ND	Assembled	90	217394	5097129	Escherichia coli / Shigella;100.0%	107	22083	4.1	ESC_CC8009AA_AS	221968	136277	136277	136277	136277	136277	136277	136277	136277	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	139088	Escherichia/Shigella sp.
ESC_RA3415AA	FH18	SRR8733918;ILLUMINA;Paired;;SRX5526678	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104353	SRS4493238	2020-05-01	2020-04-10	ESC_RA3415AA	O89	H9	167	ST10 Cplx	A	ND	Assembled	136	200974	4837102	Escherichia coli / Shigella;95.23%	120	18457	4.1	ESC_KB9689AA_AS	153669	136236	136236	136236	136236	136236	136236	136236	136236	968	37	13	5	2	1	A	A	Unknown	-	-	-	-	-	-	-	-	1985	Escherichia coli
ESC_RA3351AA	FH180	SRR8733854;ILLUMINA;Paired;;SRX5526742	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104411	SRS4493302	2020-05-01	2020-04-10	ESC_RA3351AA	B3 or O167	H4	117	ND	ABD	ND	Assembled	223	217430	5107777	Escherichia coli / Shigella;100.0%	101	15492	4.1	ESC_KB9766AA_AS	153710	136277	136277	136277	136277	136277	136277	136277	136277	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	139088	Escherichia/Shigella sp.
ESC_AB1025AA	FH181	traces-0lcQQkD;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1025AA	B3 or O167	H4	117	ND	ABD	ND	Assembled	95	212642	5100008	Escherichia coli / Shigella;100.0%	121	19403	4.1	ESC_DC5475AA_AS	228126	199459	199459	136277	136277	136277	136277	136277	136277	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	139088	Escherichia/Shigella sp.
ESC_AB0987AA	FH182	traces-0hjVGIV;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0987AA	B3 or O167	H4	117	ND	ABD	ND	Assembled	84	197257	5100465	Escherichia coli / Shigella;100.0%	119	14874	4.1	ESC_DC5441AA_AS	228091	136278	136278	136277	136277	136277	136277	136277	136277	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	139088	Escherichia/Shigella sp.
ESC_AB0995AA	FH183	traces-0rZiVNu;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0995AA	B3 or O167	H4	117	ND	ABD	ND	Assembled	95	217275	5100329	Escherichia coli / Shigella;100.0%	117	16502	4.1	ESC_DC5449AA_AS	228099	136278	136278	136277	136277	136277	136277	136277	136277	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	139088	Escherichia/Shigella sp.
ESC_AB1023AA	FH184	traces-0PhUMOV;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1023AA	B3 or O167	H4	117	ND	ABD	ND	Assembled	97	217390	5111246	Escherichia coli / Shigella;100.0%	111	20072	4.1	ESC_DC5473AA_AS	228121	136278	136278	136277	136277	136277	136277	136277	136277	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	139088	Escherichia/Shigella sp.
ESC_AB1006AA	FH185	traces-0ewPNhl;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1006AA	B3 or O167	H4	117	ND	ABD	ND	Assembled	98	197257	5107768	Escherichia coli / Shigella;98.86%	124	15816	4.1	ESC_DC5460AA_AS	228113	199453	199453	136277	136277	136277	136277	136277	136277	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	139088	Escherichia/Shigella sp.
ESC_RA3354AA	FH186	SRR8733857;ILLUMINA;Paired;;SRX5526739	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104412	SRS4493299	2020-05-01	2020-04-10	ESC_RA3354AA	B3 or O167	H4	117	ND	ABD	ND	Assembled	166	224638	5106689	Escherichia coli / Shigella;100.0%	103	16067	4.1	ESC_KB9763AA_AS	153717	136278	136278	136277	136277	136277	136277	136277	136277	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	139088	Escherichia/Shigella sp.
ESC_ZA5727AA	FH187	traces-0iCqJqX;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-08	2023-06-15	ESC_ZA5727AA	O2	H1	135	ND	B2	ND	Assembled	90	216473	4974913	Escherichia coli / Shigella;98.31%	71	16857	4.1	ESC_DC3832AA_AS	226658	198060	198060	193813	193813	193813	9306	9306	9306	6945	6945	1668	1668	1	1	B2	B2	fimH2	-	-	-	-	-	-	-	-	15354	Escherichia coli
ESC_ZA0414AA	FH188	traces-0IfzOal;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0414AA	O2	H1	135	ND	B2	ND	Assembled	96	244262	4982353	Escherichia coli / Shigella;100.0%	64	16530	4.1	ESC_CC8017AA_AS	221947	193813	193813	193813	193813	193813	9306	9306	9306	6945	6945	1668	1668	1	1	B2	B2	fimH2	-	-	-	-	-	-	-	-	15354	Escherichia coli
ESC_RA3371AA	FH189	SRR8733874;ILLUMINA;Paired;;SRX5526722	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104413	SRS4493282	2020-05-01	2020-04-10	ESC_RA3371AA	O24	H4	117	ND	ABD	ND	Assembled	100	203460	4957944	Escherichia coli / Shigella;98.69%	95	23469	4.1	ESC_KB9733AA_AS	153624	136214	136214	136214	136214	136214	136214	50	50	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA0337AA	FH189	traces-0vyATiK;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-06	2023-04-13	ESC_ZA0337AA	O24	H4	117	ND	ABD	ND	Assembled	100	203460	4957944	Escherichia coli / Shigella;98.69%	95	22970	4.1	ESC_CC7937AA_AS	221894	136214	136214	136214	136214	136214	136214	50	50	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA0393AA	FH19	traces-0rnRLoh;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0393AA	O149	H10	117	ND	ABD	ND	Assembled	71	168569	5081443	Escherichia coli / Shigella;100.0%	137	21911	4.1	ESC_CC7996AA_AS	221960	193825	193825	136226	136226	136226	111303	111303	174	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_RA3376AA	FH190	SRR8733879;ILLUMINA;Paired;;SRX5526717	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104414	SRS4493277	2020-05-01	2020-04-10	ESC_RA3376AA	O24	H4	117	ND	ABD	ND	Assembled	226	203691	4961604	Escherichia coli / Shigella;97.14%	85	23624	4.1	ESC_KB9728AA_AS	153629	136214	136214	136214	136214	136214	136214	50	50	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA5968AA	FH191	traces-0dVpCZQ;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5968AA	O24	H4	117	ND	ABD	ND	Assembled	91	206710	4957315	Escherichia coli / Shigella;98.65%	101	25835	4.1	ESC_DC3853AA_AS	227188	136214	136214	136214	136214	136214	136214	50	50	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_AB1009AA	FH192	traces-0TEVybG;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1009AA	O24	H4	117	ND	ABD	ND	Assembled	92	289650	4956664	Escherichia coli / Shigella;100.0%	91	27298	4.1	ESC_DC5463AA_AS	228111	136214	136214	136214	136214	136214	136214	50	50	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA5721AA	FH193	traces-0XOCLhI;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-08	2023-06-15	ESC_ZA5721AA	O1	H7	95	ST95 Cplx	B2	ND	Assembled	82	225162	5323245	Escherichia coli / Shigella;95.84%	106	24142	4.1	ESC_DC3793AA_AS	226652	198059	198059	195252	195252	26478	22010	1106	1104	1104	44	44	44	1	1	B2	B2	fimH27	-	-	-	-	-	-	-	-	30657	Escherichia/Shigella sp.
ESC_ZA2054AA	FH194	traces-0VZJeMX;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-28	2023-05-05	ESC_ZA2054AA	O1	H7	95	ST95 Cplx	B2	ND	Assembled	83	225057	5321675	Escherichia coli / Shigella;97.59%	115	25973	4.1	ESC_CC9883AA_AS	223556	195252	195252	195252	195252	26478	22010	1106	1104	1104	44	44	44	1	1	B2	B2	fimH27	-	-	-	-	-	-	-	-	30657	Escherichia/Shigella sp.
ESC_ZA0413AA	FH195	traces-0nhhSsv;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0413AA	B4 or O53	H4	117	ND	ABD	ND	Assembled	93	174538	5201286	Escherichia coli / Shigella;100.0%	118	36045	4.1	ESC_CC8016AA_AS	221950	193814	193814	136219	136219	136219	136219	4244	4244	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA5725AA	FH196	traces-0OxbsQg;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-08	2023-06-15	ESC_ZA5725AA	B4 or O53	H4	117	ND	ABD	ND	Assembled	91	164068	5196945	Escherichia coli / Shigella;100.0%	119	36899	4.1	ESC_DC3797AA_AS	226656	193814	193814	136219	136219	136219	136219	4244	4244	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_AB1002AA	FH197	traces-0rcePHR;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1002AA	B4 or O53	H4	117	ND	ABD	ND	Assembled	72	175688	5197592	Escherichia coli / Shigella;100.0%	115	31462	4.1	ESC_DC5456AA_AS	228104	199450	199450	136219	136219	136219	136219	4244	4244	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA5973AA	FH198	traces-0BDZAwl;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5973AA	B4 or O53	H4	117	ND	ABD	ND	Assembled	98	189317	5201002	Escherichia coli / Shigella;98.73%	113	38434	4.1	ESC_DC3858AA_AS	227194	198581	198581	136219	136219	136219	136219	4244	4244	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_AB1186AA	FH199	traces-0NhVRzH;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-16	2023-06-23	ESC_AB1186AA	B4 or O53	H4	117	ND	ABD	ND	Assembled	91	189048	5200470	Escherichia coli / Shigella;100.0%	111	35225	4.1	ESC_DC5494AA_AS	228140	199466	199466	136219	136219	136219	136219	4244	4244	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_RA3410AA	FH2	SRR8733913;ILLUMINA;Paired;;SRX5526683	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104344	SRS4493243	2020-05-01	2020-04-10	ESC_RA3410AA	O116	H16	1818	ND	AxB1	ND	Assembled	152	81577	5310471	Escherichia coli / Shigella;97.33%	280	95754	4.1	ESC_KB9694AA_AS	153666	136234	136234	136233	136233	136233	136233	136233	136233	136233	3593	3593	5	2	1	A	A	fimH86	-	-	-	-	-	-	-	-	33377	Escherichia/Shigella sp.
ESC_ZA0394AA	FH20	traces-0oHAJRl;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0394AA	O149	H10	117	ND	ABD	ND	Assembled	75	197237	5076515	Escherichia coli / Shigella;98.86%	122	18912	4.1	ESC_CC7997AA_AS	221967	193832	193832	193832	136226	136226	111303	111303	174	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA2057AA	FH200	traces-0YyJSoG;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-28	2023-05-05	ESC_ZA2057AA	O104	H12	88	ST23 Cplx	B1	ND	Assembled	107	304033	5027452	Escherichia coli / Shigella;93.75%	86	11110	4.1	ESC_CC9886AA_AS	223558	195254	195254	195254	195254	195254	195254	195254	28783	3983	136	5	5	2	1	C	C	fimH25	-	-	-	-	-	-	-	-	2087	Escherichia coli
ESC_ZA0407AA	FH201	traces-0eDHvPT;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0407AA	O1	H25	1722	ND	ND	ND	Assembled	89	186768	5130010	Escherichia coli / Shigella;93.94%	85	16239	4.1	ESC_CC8010AA_AS	221951	193817	193817	193817	193817	193817	193817	26345	1248	1248	1248	1248	1248	2	1	F	F	fimH153	-	-	-	-	-	-	-	-	30751	Escherichia/Shigella sp.
ESC_ZA2055AA	FH203	traces-0qfrlND;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-28	2023-05-05	ESC_ZA2055AA	B4 or O53	H4	117	ND	ABD	ND	Assembled	92	174538	5199664	Escherichia coli / Shigella;100.0%	119	31753	4.1	ESC_CC9884AA_AS	223575	193814	193814	136219	136219	136219	136219	4244	4244	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_RA3377AA	FH204	SRR8733880;ILLUMINA;Paired;;SRX5526716	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104415	SRS4493276	2020-05-01	2020-04-10	ESC_RA3377AA	B4 or O53	H4	117	ND	ABD	ND	Assembled	164	174574	5214761	Escherichia coli / Shigella;100.0%	111	34776	4.1	ESC_KB9727AA_AS	153630	136219	136219	136219	136219	136219	136219	4244	4244	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA5972AA	FH205	traces-0fATuZQ;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5972AA	B4 or O53	H4	117	ND	ABD	ND	Assembled	98	174726	5201404	Escherichia coli / Shigella;100.0%	117	31947	4.1	ESC_DC3857AA_AS	227193	136219	136219	136219	136219	136219	136219	4244	4244	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_AB1191AA	FH206	traces-0TLYyQy;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-16	2023-06-23	ESC_AB1191AA	O182	H25	57	ST350 Cplx	AxB1	ND	Assembled	80	109569	5462926	Escherichia coli / Shigella;97.69%	189	19656	4.1	ESC_DC5499AA_AS	228144	198579	198579	193760	193760	193760	193760	69246	69246	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	15126	Escherichia coli
ESC_ZA0342AA	FH207	traces-0EkhWCu;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-06	2023-04-13	ESC_ZA0342AA	O182	H25	57	ST350 Cplx	AxB1	ND	Assembled	83	138926	5462819	Escherichia coli / Shigella;97.74%	193	24562	4.1	ESC_CC7942AA_AS	221891	193760	193760	193760	193760	193760	193760	69246	69246	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	15126	Escherichia coli
ESC_AB1181AA	FH208	traces-0Knctpo;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-16	2023-06-23	ESC_AB1181AA	O182	H25	57	ST350 Cplx	AxB1	ND	Assembled	91	113055	5464584	Escherichia coli / Shigella;97.6%	187	19696	4.1	ESC_DC5489AA_AS	228136	198579	198579	193760	193760	193760	193760	69246	69246	3590	3590	175	175	2	1	E	E	fimH759	-	-	-	-	-	-	-	-	15126	Escherichia coli
