name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
FH88		contig00030	2	2584	-	tsh	temperature-sensitive protease autotransporter hemagglutinin Tsh	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	861	1377	62.53	99.77	861	AAT35241.2	temperature-sensitive protease autotransporter hemagglutinin Tsh		
FH88		contig00033	771	2816	+	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			EXACTX	682	682	100.0	100.0	682	ABJ02430.1	TonB-dependent siderophore receptor IreA		
FH88		contig00033	23301	23846	+	papA	P fimbria major subunit PapA	plus	VIRULENCE	VIRULENCE			BLASTX	182	184	100.0	83.15	184	ENA25238.1	P fimbria major subunit PapA		
FH88		contig00033	24558	27065	+	papC	P fimbrial usher protein PapC	plus	VIRULENCE	VIRULENCE			BLASTX	836	836	100.0	96.43	841	CAA43564.1	P fimbrial usher protein PapC		
FH88		contig00033	29064	29582	+	papE	P fimbrial minor subunit PapE	plus	VIRULENCE	VIRULENCE			EXACTX	173	173	100.0	100.0	173	CAA43568.1	P fimbrial minor subunit PapE		
FH88		contig00033	29660	30157	+	papF	P fimbrial tip protein PapF	plus	VIRULENCE	VIRULENCE			BLASTX	166	167	100.0	91.62	167	CAA43569.1	P fimbrial tip protein PapF		
FH88		contig00033	30204	31211	+	papG-II	P fimbria tip G-adhesin PapG-II	plus	VIRULENCE	VIRULENCE			BLASTX	336	337	100.0	98.81	337	AAA24293.1	P fimbria tip G-adhesin PapG-II		
FH88		contig00040	690	1028	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
FH88		contig00040	4176	5288	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.46	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH88		contig00040	5431	9087	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.51	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH88		contig00040	9194	10420	+	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			EXACTX	409	409	100.0	100.0	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH88		contig00040	10508	11461	+	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			BLASTX	318	318	100.0	99.69	318	ACJ63530.1	catecholate siderophore esterase IroE		
FH88		contig00040	11512	13686	-	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			BLASTX	725	725	100.0	99.86	725	AAN76093.1	siderophore salmochelin receptor IroN		
FH88		contig00043	404	2590	-	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.85	729	AAN45165.2	ferric aerobactin receptor IutA		
FH88		contig00043	2687	3961	-	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.18	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH88		contig00043	3961	5700	-	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH88		contig00043	5703	6647	-	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	96.19	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
FH88		contig00043	6651	8372	-	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH88		contig00044	2525	2833	+	cvaC	colicin V	plus	VIRULENCE	VIRULENCE			EXACTX	103	103	100.0	100.0	103	CAA40746.1	colicin V		
FH88		contig00044	3009	5102	-	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE			EXACTX	698	698	100.0	100.0	698	CAA40744.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF		
FH212		contig00001	148343	149194	-	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE			INTERNAL_STOP	284	473	60.04	90.49	284	ADD54679.1	type III secretion system effector EspX1		
FH212		contig00002	29870	30199	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH212		contig00004	49891	51246	-	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.12	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH212		contig00008	140741	143842	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.42	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH212		contig00015	49708	50241	-	lpfA1	long polar fimbria major subunit LpfA1	plus	VIRULENCE	VIRULENCE			BLASTX	178	178	100.0	98.31	178	OPH66324.1	long polar fimbria major subunit LpfA1		
FH212		contig00017	30516	34763	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1416	1416	100.0	94.56	1416	ABE05822.1	intimin-like adhesin FdeC		
FH212		contig00018	79779	81500	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH212		contig00018	81504	82448	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	96.19	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
FH212		contig00018	82451	84190	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH212		contig00018	84190	85464	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			INTERNAL_STOP	425	445	95.51	97.41	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH212		contig00018	85561	87747	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.85	729	AAN45165.2	ferric aerobactin receptor IutA		
FH212		contig00019	4039	4302	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH212		contig00020	575	688	-	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE			INTERNAL_STOP	38	38	100.0	94.74	38	AAD43578.1	heat-stable enterotoxin EAST1		
FH212		contig00028	16590	17720	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	98.94	377	ABS58643.1	BlaEC family class C beta-lactamase		
FH212		contig00042	17850	19934	-	iha	bifunctional siderophore receptor/adhesin Iha	plus	VIRULENCE	VIRULENCE			BLASTX	695	695	100.0	98.85	695	ADI47068.1	bifunctional siderophore receptor/adhesin Iha		
FH212		contig00043	168	1376	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	403	410	98.29	97.52	403	AAC77293.1	multidrug efflux MFS transporter MdtM		
FH212		contig00068	2624	2848	+	mchB	microcin H47	plus	VIRULENCE	VIRULENCE			EXACTX	75	75	100.0	100.0	75	CAB54534.2	microcin H47		
FH212		contig00068	6571	8670	+	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE			BLASTX	700	700	100.0	99.57	700	AFS85685.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF		
FH212		contig00077	84	2177	+	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE			EXACTX	698	698	100.0	100.0	698	CAA40744.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF		
FH212		contig00077	2353	2661	-	cvaC	colicin V	plus	VIRULENCE	VIRULENCE			EXACTX	103	103	100.0	100.0	103	CAA40746.1	colicin V		
FH212		contig00081	1710	2936	+	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			BLASTX	409	409	100.0	99.51	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH212		contig00081	3024	3977	+	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			BLASTX	318	318	100.0	99.06	318	ACJ63530.1	catecholate siderophore esterase IroE		
FH212		contig00081	4028	6124	-	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			BLASTX	699	725	96.41	100.0	699	AAN79707.1	siderophore salmochelin receptor IroN		
FH212		contig00085	982	5112	+	tsh	temperature-sensitive protease autotransporter hemagglutinin Tsh	plus	VIRULENCE	VIRULENCE			BLASTX	1377	1377	100.0	99.85	1377	AAT35241.2	temperature-sensitive protease autotransporter hemagglutinin Tsh		
FH212		contig00093	2997	3335	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
FH212		contig00103	1	786	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	262	371	70.62	98.85	262	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH212		contig00103	929	2818	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	630	1219	51.68	99.84	630	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH212		contig00106	1351	1851	+	focG	F1C fimbria minor subunit FocG	plus	VIRULENCE	VIRULENCE			BLASTX	167	166	100.0	98.8	167	AAB20438.1	F1C fimbria minor subunit FocG		
FH212		contig00114	1000	1338	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ97644.1	increased serum survival lipoprotein Iss		
FH97		contig00001	2517	2855	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	AAN80033.1	increased serum survival lipoprotein Iss		
FH97		contig00002	111351	112706	+	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.56	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH97		contig00002	378784	379122	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
FH97		contig00002	382270	383382	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.46	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH97		contig00002	383525	387181	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.51	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH97		contig00002	387288	388514	+	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			EXACTX	409	409	100.0	100.0	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH97		contig00002	388602	389555	+	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			BLASTX	318	318	100.0	99.69	318	ACJ63530.1	catecholate siderophore esterase IroE		
FH97		contig00002	389606	391780	-	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			BLASTX	725	725	100.0	99.86	725	AAN76093.1	siderophore salmochelin receptor IroN		
FH97		contig00003	36845	37276	+	marR_S3N	Escherichia ampicillin/chloramphenicol/quinolone/rifampin/tetracycline resistant MarR	core	AMR	POINT	MULTIDRUG	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	POINTX	144	144	100.0	97.92	144	WP_000843414.1	transcriptional regulator MarR		
FH97		contig00005	92208	92537	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH97		contig00005	160046	161845	-	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ		
FH97		contig00005	161835	163634	-	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP		
FH97		contig00009	198133	201234	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH97		contig00012	125840	130399	+	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE			EXACTX	1520	1520	100.0	100.0	1520	ADE89421.1	lipoprotein metalloprotease SslE		
FH97		contig00013	121833	122096	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	97.73	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH97		contig00015	82283	83650	-	ibeA	putative intracellular survival FAD-dependent oxidoreductase IbeA	plus	VIRULENCE	VIRULENCE			BLASTX	456	456	100.0	98.68	456	AAF98391.2	putative intracellular survival FAD-dependent oxidoreductase IbeA		
FH97		contig00018	22282	26529	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1416	1416	100.0	99.79	1416	ABE05822.1	intimin-like adhesin FdeC		
FH97		contig00022	17750	18937	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.24	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
FH97		contig00026	5073	7166	+	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE			EXACTX	698	698	100.0	100.0	698	CAA40744.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF		
FH97		contig00026	7342	7650	-	cvaC	colicin V	plus	VIRULENCE	VIRULENCE			EXACTX	103	103	100.0	100.0	103	CAA40746.1	colicin V		
FH97		contig00026	13030	17160	-	tsh	temperature-sensitive protease autotransporter hemagglutinin Tsh	plus	VIRULENCE	VIRULENCE			BLASTX	1377	1377	100.0	99.85	1377	AAT35241.2	temperature-sensitive protease autotransporter hemagglutinin Tsh		
FH97		contig00028	23378	23491	+	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE			BLASTX	38	38	100.0	94.74	38	AAM88299.1	heat-stable enterotoxin EAST1		
FH97		contig00031	14936	16066	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	98.94	377	WP_001443153.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5		
FH97		contig00032	385	1392	-	papG-II	P fimbria tip G-adhesin PapG-II	plus	VIRULENCE	VIRULENCE			BLASTX	336	337	100.0	98.81	337	AAA24293.1	P fimbria tip G-adhesin PapG-II		
FH97		contig00032	1439	1936	-	papF	P fimbrial tip protein PapF	plus	VIRULENCE	VIRULENCE			BLASTX	166	167	100.0	91.62	167	CAA43569.1	P fimbrial tip protein PapF		
FH97		contig00032	2014	2532	-	papE	P fimbrial minor subunit PapE	plus	VIRULENCE	VIRULENCE			EXACTX	173	173	100.0	100.0	173	CAA43568.1	P fimbrial minor subunit PapE		
FH97		contig00032	4531	7038	-	papC	P fimbrial usher protein PapC	plus	VIRULENCE	VIRULENCE			BLASTX	836	836	100.0	96.43	841	CAA43564.1	P fimbrial usher protein PapC		
FH97		contig00032	7750	8295	-	papA	P fimbria major subunit PapA	plus	VIRULENCE	VIRULENCE			BLASTX	182	184	100.0	83.15	184	ENA25238.1	P fimbria major subunit PapA		
FH97		contig00039	14854	15666	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
FH97		contig00045	3455	5176	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH97		contig00045	5180	6124	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	96.19	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
FH97		contig00045	6127	7866	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH97		contig00045	7866	9140	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.18	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH97		contig00045	9237	11423	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.85	729	AAN45165.2	ferric aerobactin receptor IutA		
FH97		contig00080	2	1213	-	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	404	682	59.24	100.0	404	AAN83596.1	TonB-dependent siderophore receptor IreA		
FH19		contig00001	346600	347955	+	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.78	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH19		contig00001	359225	361849	+	gyrA_S83L	Escherichia quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	875	878	99.66	98.97	875	WP_001281243.1	DNA gyrase subunit A GyrA		
FH19		contig00002	29203	31854	-	vactox	vacuolating autotransporter toxin Vat	plus	VIRULENCE	VIRULENCE			PARTIALX	884	1376	64.24	100.0	884	AAN78874.1	vacuolating autotransporter toxin Vat		
FH19		contig00002	50131	54375	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1415	1416	100.0	98.16	1416	ABE05822.1	intimin-like adhesin FdeC		
FH19		contig00003	5205	8306	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH19		contig00003	309035	313588	+	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE			BLASTX	1518	1520	100.0	96.25	1520	ADE89421.1	lipoprotein metalloprotease SslE		
FH19		contig00009	4134	5363	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.0	97.56	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
FH19		contig00010	31298	31627	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH19		contig00011	116386	116649	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH19		contig00013	43419	45962	+	cyaA_S352T	Escherichia fosmidomycin resistant CyaA	core	AMR	POINT	FOSMIDOMYCIN	FOSMIDOMYCIN	POINTX	848	848	100.0	99.29	848	WP_000281668.1	adenylate cyclase CyaA		
FH19		contig00018	13508	14638	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	97.88	377	WP_063860454.1	cephalosporin-hydrolyzing class C beta-lactamase EC-8		
FH19		contig00021	25159	25497	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
FH19		contig00021	28646	29758	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.73	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH19		contig00021	29901	33557	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.51	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH19		contig00021	33664	34890	+	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			BLASTX	409	409	100.0	99.76	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH19		contig00021	34978	35931	+	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			BLASTX	318	318	100.0	99.69	318	ACJ63530.1	catecholate siderophore esterase IroE		
FH19		contig00021	35982	38156	-	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			EXACTX	725	725	100.0	100.0	725	AAN76093.1	siderophore salmochelin receptor IroN		
FH19		contig00022	29994	30563	+	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE			BLASTX	190	190	100.0	98.95	190	ACB16424.1	long polar fimbria major subunit LpfA-O113		
FH19		contig00030	25487	26674	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.49	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
FH19		contig00046	1193	5305	-	pic	serine protease autotransporter toxin Pic	plus	VIRULENCE	VIRULENCE			EXACTX	1371	1371	100.0	100.0	1371	AAN78833.1	serine protease autotransporter toxin Pic		
FH19		contig00051	3910	5631	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH19		contig00051	6581	8320	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH19		contig00051	8320	9594	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.65	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH19		contig00051	9691	11877	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.71	729	AAN45165.2	ferric aerobactin receptor IutA		
FH19		contig00055	1291	3336	+	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			BLASTX	682	682	100.0	99.71	682	AAN83596.1	TonB-dependent siderophore receptor IreA		
FH19		contig00062	2017	4110	+	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE			EXACTX	698	698	100.0	100.0	698	CAA40744.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF		
